,Unnamed: 0,Review,Ratings
36093,36093,Best smart watch with I'm budget,5
36094,36094,An Important tool to help u reduce weight n maintain healthy lifestyle,5
36095,36095,Brilliant watch under 3k,5
36096,36096,"Very good product, worth for money",5
36097,36097,Super- Amazing,5
36098,36098,TOY WATCH . WAST OF MONEY,5
36099,36099,Best Ever Product !!!,5
36100,36100,......✌️Excellent Smartwatch✌️,5
36101,36101,Nice smart watch,5
36102,36102,It's good,5
36105,36105,Lot's of features in one powerpack watch,5
36106,36106,Good watch with lots of feature.,5
36107,36107,Extremely happy with the features and build quality,5
36108,36108,Want to know about operation of device immediately,5
36109,36109,Great buy!,5
36110,36110,Excellent product,5
36111,36111,Nice smart watch for my little one,5
36112,36112,Excellent product.,5
36113,36113,Attractive option for the price.,5
36114,36114,Product is 10/10 in the market at such a reasonable price,5
36117,36117,Good looking one,5
36118,36118,Neutral product,5
36119,36119,Good features and great pricing,5
36120,36120,Good watch,5
36121,36121,Worth the price the amount of features provided,5
36122,36122,Good product!,5
36123,36123,Good one.. After using a months I m posting my review.,5
36124,36124,I know that this watch was fully tech screen,5
36125,36125,VALUE FOR MONEY,5
36126,36126,Wow Product at this Price,5
36129,36129,I liked the product.,5
36130,36130,Multiple features in this amazing watch,5
36131,36131,Easy to use and value for money.,5
36132,36132,Great Purchase,5
36133,36133,A nice well rounded product at a reasonable price.,5
36134,36134,loved it! Go for it!,5
36135,36135,Good buy,5
36136,36136,"All readings are misguiding. As father has expired, I couldn't return , have to suffer loss now.",5
36137,36137,Wonderful watch,5
36138,36138,A must have watch.......Value for money,5
36140,36140,Preliminary Observations just with 2 days of purchase,4
36141,36141,STEP TO START FITNESS... FIRE BOLTT,4
36142,36142,Product is liked.. yet make impressive,4
36143,36143,Fireboltt smartwatch reviews,4
36144,36144,A value for money product,4
36145,36145,Excellent product at this price,4
36146,36146,Worth the experience,4
36147,36147,Hmmm,4
36148,36148,Technology getting there,4
36149,36149,Very Good smart Watch in a Budget,4
36152,36152,Most features work well: Decent value for money,4
36153,36153,Product arrived on time.,4
36154,36154,Good !!,4
36155,36155,Looks good and just received,4
36156,36156,Absolutely Best in the price range..,4
36157,36157,Just a touchscreen metal watch with low accuracy,4
36158,36158,It has spo2 measurement,4
36159,36159,Good budget watch!,4
36160,36160,Value for money.,4
36161,36161,Value for money,4
36164,36164,Good for the price,4
36165,36165,Good Product,4
36166,36166,You can buy this product,4
36167,36167,Worth Purchase,4
36168,36168,Great features embedded watch at low price,4
36169,36169,Does the job,4
36170,36170,Large Display At Budget,4
36171,36171,Nice but needs improvement,4
36172,36172,A budget watch with all the specs !!!!,4
36173,36173,Good Product,4
36176,36176,Gud look easy to set up,4
36177,36177,Better one,4
36178,36178,Good smart watch to track sports mode,4
36179,36179,Worth the price at this range,4
36180,36180,Good smartwatch for simple users who don't expect much,4
36181,36181,FIRE BOLT ... Health monitor &amp; Daily utilty watch,4
36182,36182,Good performance,4
36183,36183,Value for money,4
36184,36184,Looks great feels awsome!!,4
36185,36185,Nice watch with some cons...,4
36188,36188,Good product in this price range,4
36189,36189,Value for money,4
36190,36190,Worth to buy... Good product,4
36191,36191,It's OK for the money you pay,4
36192,36192,Nice and Smart!,4
36193,36193,Good quality built watch in this price.,4
36194,36194,100% recommended,4
36195,36195,Great watch,4
36196,36196,Great product for the price you pay,4
36197,36197,Pretty good for the price. Made in India.,4
36200,36200,Seems fine. Testing.,4
36201,36201,Good for Android phone,4
36202,36202,One hack of samart watch which is truely an allrounder.,4
36203,36203,Good deal for the Price,4
36204,36204,Good and Affordable smart watch,4
36205,36205,Looks good with nice display and interface with Mobile,4
36206,36206,Good buy..Not bad,4
36207,36207,it has nice features and it is smooth to use,4
36208,36208,Does the job,4
36209,36209,It's is my felling's that I roted in the details area 👍👍,4
36212,36212,Good product at the given price.,4
36213,36213,My review after using the watch for 2 days.,4
36214,36214,Good for the cost,4
36215,36215,Good to start with,4
36216,36216,Great smart watch..!!,4
36217,36217,It has blood pressure feature,4
36218,36218,Go for it Hurry! Hurry! Hurry! But wait first read this....,4
36219,36219,It is worthy to buy.,4
36220,36220,Amazing Product with useful features,4
36221,36221,Product is quite good. The simple OS with many features makes it worthy to be kept on your wishlist,4
36224,36224,NICE PRODUCT,4
36225,36225,"Crisp display, good software , metal build",4
36226,36226,Would be value for money with Alexa,4
36227,36227,Nice looking and build quality is good so far,4
36228,36228,Product is fine but no app to measure fitness!,4
36229,36229,Excellent Smart Watch:,4
36230,36230,Decent quality watch,4
36231,36231,4 out of 5 stars..!! 😊 😊,4
36232,36232,Good product and works well,4
36233,36233,Nice watch,4
36236,36236,Good one for Good price.,4
36237,36237,Amazing smartwatch..must buy,4
36238,36238,Need more time to evaluate,4
36239,36239,Very good smart watch at this price,4
36240,36240,All good so far!,4
36241,36241,Works fine,4
36242,36242,Good and stylish watch,4
36243,36243,It's a good investment.,4
36244,36244,Good Watch in this price.,4
36245,36245,Good,4
36248,36248,Low features,4
36249,36249,Fire-Boltt SPO2 watch usage experience,4
36250,36250,a nice team!!,4
36251,36251,Overall this watch is good under 3000 budget.,4
36252,36252,Ok for beginner not flagship and worth 3k,4
36253,36253,"More Updates Required, Day Sleep not Counted",4
36254,36254,Met the expectation and awesome product,4
36255,36255,"Good smart watch for 3,000 INR",4
36256,36256,Amazing watch,4
36257,36257,Best smart watch at decent price,4
36259,36259,HONEST REVIEW POST USING IT FOR 2 MONTHS,2
36260,36260,"Don't trust Youtubers blindly! They only showed good side which isn't that good, bad points prevail.",2
36261,36261,Awake Gesture stopped working,2
36262,36262,Product is still in learning phase,2
36263,36263,Biggest disadvantage for this product is Bluetooth disconnection.,2
36264,36264,Don't buy if you are buying for tracking perposes,2
36265,36265,Disappointed on battery backup,2
36266,36266,Not a good option,2
36267,36267,Great watch but needs more features for a smart watch.,2
36268,36268,Digital watch not a Smart/health tracker due to low accuracy,2
36271,36271,Strap broke in 4 months,2
36272,36272,Average performance,2
36273,36273,Average,2
36274,36274,Screen On reaction time is slow.,2
36275,36275,Not worth the price 3.5k,2
36276,36276,Don't buy,2
36277,36277,Notification problem,2
36278,36278,Good,2
36279,36279,Bakwas,2
36280,36280,Notifications not showing,2
36283,36283,It taught me a lesson and I will never repeat this mistake. 3000 Rs. well spent.,2
36284,36284,Not Recommended.,2
36285,36285,Doubtful Quality,2
36286,36286,Not attractive you can't read message or email. Just shows you got message or mail. Dissapointed,2
36287,36287,Accuracy of thes band,2
36288,36288,Money waste in all smart watches.,2
36289,36289,Poor quality lags too far,2
36290,36290,No battery backup!!!!,2
36291,36291,Non returnable product,2
36292,36292,very bad quality watch,2
36295,36295,Boat ⛵ needs to really improve,2
36296,36296,Many other options available of smartwatch,2
36297,36297,Not worth it,2
36298,36298,Disappointing.Not meeting the expectation. Poor battery backup,2
36299,36299,"Lack in accuracy, Frequent disconnect, poor battery",2
36300,36300,Not recommended if you're looking for a budget smartwatch...,2
36301,36301,SLOW Response,2
36302,36302,Faltu product kch khaas nhi,2
36303,36303,A cheaper watch is working better then this watch with more feature,2
36304,36304,Doesn't calculate sleep properly.,2
36307,36307,Not worth!,2
36308,36308,"The Brim in Golden colour looks very awkard , so we returned the watches",2
36309,36309,The steps don’t count even if walking.,2
36310,36310,Extremely poor battery life,2
36311,36311,Working different with different phones,2
36312,36312,Size is not as mentioned. Display part is less and dead portion exists on all sides.,2
36313,36313,Screen on time and wake up gesture does not work properly.,2
36314,36314,Disappointed with performance,2
36315,36315,NOT SO WORTH IT..!,2
36316,36316,Poor quality smartwatch,2
36319,36319,Worst product,2
36320,36320,Not Good at all.,2
36321,36321,Very Costly,2
36322,36322,Average Product : Disappointed,2
36323,36323,Battery issues very important,2
36324,36324,very low quality,2
36325,36325,App needs to be logged again and again.....and this is really time consuming,2
36326,36326,I m not satisfied this watch.not happy with this product.,2
36327,36327,Worst connectivity,2
36328,36328,Not Upto The Mark,2
36331,36331,Color is very very bad,2
36332,36332,Watch performance is good but works a little slow and Alexa is not connecting with the watch.,2
36333,36333,Showing,2
36334,36334,Smart watch is harmful of body my opinion please don't use any smart watch,2
36335,36335,Alexa is not working 🤬🤬🤬🤬,2
36336,36336,Alex don't do anything,2
36337,36337,Timepass till you manage to buy the better one!,2
36338,36338,Good looking and bad aap,2
36339,36339,Average quality,2
36340,36340,The color is not as shown in the pics,2
36343,36343,Good,2
36344,36344,"Alexa not working , can't access gallery",2
36345,36345,Battery backup is very low,2
36346,36346,Alexa is not working,2
36347,36347,Software issue,2
36348,36348,"Slow, not for fitness reading",2
36349,36349,Wrong info,2
36350,36350,Alexa is not working,2
36351,36351,Damaged product box,2
36352,36352,It must improve it's wake up gesture,2
36355,36355,Connection problem,2
36356,36356,Band straps was hard,2
36357,36357,Very li8 weight h,2
36358,36358,Not that good. Alexa feature doesn't work.,2
36359,36359,Very average,2
36360,36360,Automatically disconnected in sometimes,2
36361,36361,Not as per the expectations,2
36362,36362,Hallo.. Sir battery backup nahi hai sir exchange kar do na,2
36363,36363,Buit qulity is very poor.,2
36364,36364,Alexa useless,2
36367,36367,Buy too much costly,2
36368,36368,want claim warranty,2
36369,36369,Battery,2
36370,36370,Worst,2
36371,36371,Okay but not good,2
36372,36372,You can't expect anything better than this In this Price,2
36373,36373,Poor battery bacup,2
36374,36374,"Please don't buy, very average product.battery drains in a day",2
36375,36375,Touch slow and battery 🔋🔋 backup bad...,2
36376,36376,Not worth of buying at given price,2
36378,36378,Good product if Your budget is only 3000,3
36379,36379,Cheap &amp; Affordable But not worth buying!,3
36380,36380,Not accurate,3
36381,36381,"Boat needs to upgrade firmware, software and screen responce",3
36382,36382,Good one,3
36383,36383,Watch is okay but could have been much better,3
36384,36384,Not bad in 3k price,3
36385,36385,Looks good but performance is not good.,3
36386,36386,Avg quality by features,3
36387,36387,Need a vital  software update to fix these issue then it would be worth for every penny .,3
36390,36390,GENUINE XTEND NOT UPTO THE MARK ‼️,3
36391,36391,Review after 15 days,3
36392,36392,Not up to the mark,3
36393,36393,Worth for Money SmartWatch ! Boat,3
36394,36394,Alexa with limited questions answered,3
36395,36395,Good but not the best,3
36396,36396,Good product for 3k,3
36397,36397,Good watch but worst experience,3
36398,36398,Quite good,3
36399,36399,Good buy !,3
36402,36402,Didn't reach the expectations,3
36403,36403,Good looking but not as accurate as advertised.,3
36404,36404,Most Helpful,3
36405,36405,Flashlight mode is not available in device but it is shown in guide book,3
36406,36406,Product quality is not adequate.,3
36407,36407,This watch is only for  for sure &amp; look nice,3
36408,36408,Not bad,3
36409,36409,"Battery life is less than advertised, otherwise mostly good for the price",3
36410,36410,Ok type smart watch,3
36411,36411,Weak build quality and appearance...,3
36414,36414,Look is good but not perfomance,3
36415,36415,Expectations vs reality,3
36416,36416,It's not good to buy having connecting problem,3
36417,36417,"U.I laggy, Delayed response, Battery issue, Software Bugged.",3
36418,36418,Everything is fine except one thing,3
36419,36419,Ok ok watch,3
36420,36420,Average watch,3
36421,36421,Consider Battery standby. I'm having battery issues,3
36422,36422,Good,3
36423,36423,Not the best that you can get at this price point.,3
36426,36426,The tracking is extremely inaccurate.,3
36427,36427,Not as much impressive,3
36428,36428,Battery life sucks,3
36429,36429,All function works Perfectly but,3
36430,36430,Felt it to be worth the price but item had some detect,3
36431,36431,Just ok,3
36432,36432,Worthy for the price.,3
36433,36433,Read it before buying,3
36434,36434,"Alexa problem, rest ok",3
36435,36435,The boat xtend smart watch's review after using it for 3days.,3
36438,36438,Battery life,3
36439,36439,Built quality good,3
36440,36440,"Good product, good looking, does the Job",3
36441,36441,Scratches...☹️,3
36442,36442,Watch response is just ok ok ...,3
36443,36443,Boat please make the sports distance accuracy correct in future update.,3
36444,36444,I bought another watch by mistake sent another watch pls,3
36445,36445,Look good but lacks fetures,3
36446,36446,Average - after an hour of cycling the watch shows 0 km,3
36447,36447,"Please read instruction because amazon not return it, No calling function only call notification",3
36450,36450,Good looking but lacks good software,3
36451,36451,Not recommended,3
36452,36452,Customized watch face not working,3
36453,36453,Useless and Overpriced,3
36454,36454,Not bad a bit disappointed,3
36455,36455,Notifications issue,3
36456,36456,Connection Problem,3
36457,36457,A minimalistic watch with good tracking abilities.,3
36458,36458,Watch dail ka llok bhut premium h,3
36459,36459,Looks gud .... Connectivity issues,3
36462,36462,Poor Battery Life.,3
36463,36463,NYC watch  battery  backup  good 👍 over all NYC watch,3
36464,36464,Worst product ever bought from amazon giving problem afte replacement date showing upadating 3 days,3
36465,36465,"Good, but misses lots of features",3
36466,36466,Average package,3
36467,36467,As on commitment batery not working 7 days.,3
36468,36468,Good to buy,3
36469,36469,⌚,3
36470,36470,Colour is not good,3
36471,36471,"Best watch, but battery is draining fast because of Auto features. No time for features",3
36474,36474,Not worth for its price,3
36475,36475,Dont buy this watch,3
36476,36476,Ok. But keeps disconnecting,3
36477,36477,Not worth the hype.. display is not upto grade and vibration is nuts .. not satisfied,3
36478,36478,Connectivity issue,3
36479,36479,Alexa,3
36480,36480,Product without proper purchase bill.,3
36481,36481,Very good smart watch but see watch to slow working,3
36482,36482,Worst.. Each n every time I am reconnecting it.. Not showing any notification,3
36483,36483,Not good plz modify app,3
36486,36486,Touch screen is not on when it detect my face,3
36487,36487,Nice,3
36488,36488,Plastic quality is bad - whole money wasted because of bad plastic used for strap pin body.,3
36489,36489,Easy to use,3
36490,36490,No music control and heart beat control doesnt work properly,3
36491,36491,Alexa issues,3
36492,36492,BOAT Smart Watch,3
36493,36493,Good,3
36494,36494,Not good product,3
36495,36495,Always disconnects with the app,3
36497,36497,Don't buy it.,1
36498,36498,Alexa is not working,1
36499,36499,Problem with display,1
36500,36500,"Dissappointed. Alexa is an eye wash, SPO2 highly unreliable.",1
36501,36501,Touch Works not responding…,1
36502,36502,Connecting problem,1
36503,36503,Do not waste your money.. Non returnable watch,1
36504,36504,It's Ok ok type watch - Isko Good b nhi bol saqte or nhi nice ya better and best,1
36505,36505,"Do not buy this product, they won't allow you to replace or return it.",1
36506,36506,Very bad quality,1
36509,36509,"no return option. not slim design ,",1
36510,36510,Not Happy,1
36511,36511,Not ideal for someone who buy this for specially fitness tracking,1
36512,36512,Not worthy at all,1
36513,36513,Features are great but defective pieces are delivered,1
36514,36514,No blood pressure measurement option,1
36515,36515,Avoid,1
36516,36516,Exterior is good. But the software is the worst.,1
36517,36517,Alexa is an eye wash!,1
36518,36518,All features are useless because the watch disconnect from the mobile app every 15 minutes,1
36521,36521,Not expected from Boat,1
36522,36522,One of the worst product.,1
36523,36523,Pathetic product quality and horrible service,1
36524,36524,Just a decent looking watch not a perfect watch,1
36525,36525,Worst product and don't waste your money...,1
36526,36526,Worst in Measuring outdoor cycling!,1
36527,36527,Notifications is pathetic,1
36528,36528,Doesn't live to the hype.,1
36529,36529,Not recommended,1
36530,36530,Not satisfied.,1
36533,36533,Using this watch my phone is hanging again n again,1
36534,36534,Please Don't Buy! Zero Brand Value,1
36535,36535,Want to return my Boat smart watch,1
36536,36536,Comes with a cheap strap,1
36537,36537,Strange policy of Amazon !,1
36538,36538,Showing Wrong Results. Showing results for pillow Bpm or O2 level.,1
36539,36539,Waste of money,1
36540,36540,Worst customer experience,1
36541,36541,Useless if physically broken,1
36542,36542,Worst in connectivity of Bluetooth,1
36545,36545,Its not at all good.,1
36546,36546,DONT BUY THIS PRODUCT: Worst build and service related issues,1
36547,36547,Useless dont buy worst product,1
36548,36548,Stopped working after 2 weeks,1
36549,36549,Absolutely Rubbish from Boat..,1
36550,36550,Worst product,1
36551,36551,NON RETURNABLE !!! Another Chinese,1
36552,36552,Worst return and refund policy of Amazon,1
36553,36553,worst smart watch,1
36554,36554,Horrible smart watch,1
36557,36557,Fake product,1
36558,36558,"Not recommend ,0 star for performance",1
36559,36559,Diputed watch,1
36560,36560,Worst Product,1
36561,36561,xtend fails to show call logs,1
36562,36562,"Poor choice, bad product",1
36563,36563,Worst Boat Product ever,1
36564,36564,No after sale support from BOAT,1
36565,36565,Worst smart watch i hv ever seen😞,1
36566,36566,It cost me very expensive,1
36569,36569,Worst product,1
36570,36570,Stopped working,1
36571,36571,Pathetic product quality. Bad battery not getting charge after 1 month,1
36572,36572,The watch is verry cool but the quality of belt is verry low,1
36573,36573,very bad product,1
36574,36574,Not a good smartwatch. Alexa is not working at all,1
36575,36575,Technical issue in watch,1
36576,36576,Don't go for this.. 3nd review.,1
36577,36577,Although watch is good but build of screen is average,1
36578,36578,Not recommented,1
36581,36581,Reconnecting issue,1
36582,36582,Boat xtend,1
36583,36583,"Only 30 min swim for 5ATM standard is very poor, was expected more.",1
36584,36584,Poooooor performance,1
36585,36585,Does not turn on,1
36586,36586,Login issue,1
36587,36587,Not a great buy.,1
36588,36588,VERY BAD WATCH!!! MONEY WASTED,1
36589,36589,Not a good product and Amazon people are not helping,1
36590,36590,Watch isn’t powering on,1
36593,36593,already used products,1
36594,36594,Poor quality..,1
36595,36595,Worst experience after 1 month of usage,1
36596,36596,Waste of money,1
36597,36597,Not Reliable at all...!!!,1
36598,36598,Battery backup is not even lasting to one day after full charge.,1
36599,36599,Pedometer doesn't work,1
36600,36600,Defective piece,1
36601,36601,Not a good one,1
36602,36602,No notification reviewed sleep the phone,1
36605,36605,Display not activating .,1
36606,36606,SIze issue,1
36607,36607,Stop working in 10 days connecting issue,1
36608,36608,Not worth the money,1
36609,36609,"Want to replace the product, BEcause the watch is not upto the mark",1
36610,36610,Call Notification Function not.working Properly even after replacement of watch.,1
36611,36611,"Not showing proper information of sleep, HR, etc",1
36612,36612,Don't buy this product,1
36613,36613,Please don't buy this due to lack of smartness in watch,1
36614,36614,Worst connection system,1
36616,36616,Best Budget Fully loaded Smart Watch,5
36617,36617,Best Budget watch,5
36618,36618,SUPERB WATCH,5
36619,36619,Value for money,5
36620,36620,Perfect smart watch at a budget friendly price,5
36621,36621,Best watch under 3000/-,5
36622,36622,It's amazing,5
36623,36623,MUST READ THIS BEFORE YOU BUY,5
36624,36624,Perfect Smart Watch,5
36625,36625,Value for money,5
36628,36628,Best in class,5
36629,36629,Awesome product,5
36630,36630,Wow,5
36631,36631,Premium Smartwatch with reasonable price...,5
36632,36632,A must buy watch!,5
36633,36633,Budgeted smartwatch,5
36634,36634,An Impressive one,5
36635,36635,Best smartwatch,5
36636,36636,Loved it personally,5
36637,36637,A must buy smartwatch,5
36640,36640,"Amazing watch under Rs.3000,Must Buy",5
36641,36641,Worth to buy,5
36642,36642,Awesome price awesome watch,5
36643,36643,Love,5
36644,36644,Waiting watch,5
36645,36645,Multi featured smartwatch for sport lovers and healthy well being,5
36646,36646,Big screen size..value for money,5
36647,36647,Good product,5
36648,36648,Perfect for the price range,5
36649,36649,Smart watch at its best!!,5
36652,36652,Love with this product,5
36653,36653,Suberb Product,5
36654,36654,Wow wow wow,5
36655,36655,Every one should own one 👍,5
36656,36656,Superb Watch!!!!!❤️❤️❤️❤️❤️❤️ Fall in love ...,5
36657,36657,Good product at reasonable price.,5
36658,36658,Best smartwatch ever,5
36659,36659,Good smartwatch,5
36660,36660,Most awaited watch which fullfill my all requirements,5
36661,36661,Worthy!!,5
36664,36664,Just go for it.,5
36665,36665,Best smartwatch under 5k,5
36666,36666,This is just amazing,5
36667,36667,Amazing watch😍,5
36668,36668,Boat has a yet another flagship product !!!! Smartwatch,5
36669,36669,Rock Solid,5
36670,36670,Beatiful watch,5
36671,36671,Thumbs up to Boat.👍🏻,5
36672,36672,Worth the buy,5
36673,36673,alexa amazing,5
36676,36676,Alexa built in.,5
36677,36677,Alexa bug But watch is best at 2999INR,5
36678,36678,Excellent Features at this price.,5
36679,36679,Best and reasonable,5
36680,36680,Quite happy after getting this,5
36681,36681,Awesome,5
36682,36682,Sper product,5
36683,36683,Great in this price 😍,5
36684,36684,Best watch under 3k,5
36685,36685,Excellent product.value for money,5
36688,36688,Affordable wearable... Atlast,5
36689,36689,A Must Buy,5
36690,36690,Very nice,5
36691,36691,accurate and best battery,5
36692,36692,Perfect value for money product,5
36693,36693,Boat xtend,5
36694,36694,Worth Purchase,5
36695,36695,Just WOW!!!!,5
36696,36696,Best watch at this price 🔥🔥🔥,5
36697,36697,Best in budget,5
36700,36700,Best watch in this budget,5
36701,36701,Good watch,5
36702,36702,This is a budget smart watch,5
36703,36703,Really a nice product,5
36704,36704,Sleak and stylish,5
36705,36705,"Battery, Sleep Tracking, Activities Tracking, Blood Oxygen SpO2, Alexa In-built Feature.",5
36706,36706,"I bought this for 2499 in great India sale. Overall a best product under 3k, it's worth buying.",5
36707,36707,Best looking watch it enhance your formal or casual look,5
36708,36708,Best budget smartwatch under 3k,5
36709,36709,Amazing,5
36712,36712,Best Smart Watch,5
36713,36713,Cool watch awesome functionality.,5
36714,36714,Go for it never think twice about it.,5
36715,36715,Awesome battery backup!!!,5
36716,36716,Its Simply the best at this price,5
36717,36717,Superb battery life,5
36718,36718,Lovely product,5
36719,36719,Better buy this one than to rely on other ones of this range,5
36720,36720,Great watch with all required fitness tracking,5
36721,36721,Great product,5
36724,36724,Terrific purchace,5
36725,36725,Smart Looking 😊,5
36726,36726,Awesome watch !,5
36727,36727,Worth the money u r spending.,5
36728,36728,Best smart watch from boat,5
36729,36729,Superb watch,5
36730,36730,Best budget smartwatch,5
36731,36731,Excellent Watch,5
36732,36732,A very good buy,5
36733,36733,Overall best product,5
36735,36735,Good product at reasonable price,4
36736,36736,Nice watch,4
36737,36737,Budget worthy,4
36738,36738,Perfect health partner .!,4
36739,36739,Notification feature sucks,4
36740,36740,Good but it can be better in this price segment.,4
36741,36741,"Very good budget smartwatch , best in category",4
36742,36742,Good enough for the price,4
36743,36743,Good budget smart watch with Alexa,4
36744,36744,Best in this price range,4
36747,36747,Good Choice!,4
36748,36748,Pros and Cons,4
36749,36749,A good and durable watch,4
36750,36750,Okay as first wearable purchase,4
36751,36751,Good budget friendly and quality product,4
36752,36752,So Far so good,4
36753,36753,Rebranded Chinese Watch with nothing fancy.,4
36754,36754,Not bad for the price,4
36755,36755,Pros &amp; Cons,4
36756,36756,Genuine review after 1 month of use,4
36759,36759,Budget Watch,4
36760,36760,Bug detected,4
36761,36761,GOOD WATCH,4
36762,36762,"Accuracy,precious.",4
36763,36763,Review after 2 months,4
36764,36764,"Ensure to check box befor delivery boy leave,",4
36765,36765,Best in budget Segment,4
36766,36766,Best watch under 3k?,4
36767,36767,Alexa not working properly,4
36768,36768,The best and honest review with pros and cons,4
36771,36771,Decent smartwatch at a decent price,4
36772,36772,Nice smartwatch in this price range .,4
36773,36773,Looks Goods gives Premium watch feeling like Apple watch,4
36774,36774,Budget smart watch with essential features in 3k range,4
36775,36775,Display is not as full as shown.,4
36776,36776,Looking for a activity tracker with a decent accuracy buy this !,4
36777,36777,A good package for the price.,4
36778,36778,Overall good. Screen is not scratch-proof.,4
36779,36779,Just ok ok,4
36780,36780,Good product....but packaging ☹️,4
36783,36783,Very good smartwatch in this price range,4
36784,36784,I am giving it 4 stars because of its lacks and touch,4
36785,36785,Lives upto its promises,4
36786,36786,Awsome and really cool,4
36787,36787,Nice watch in this price segment,4
36788,36788,Value for your hard earn Money....,4
36789,36789,"It’s an average product under the price , can buy it but don’t expect much",4
36790,36790,Worth it,4
36791,36791,Overall a good purchase,4
36792,36792,Budget smart watch.,4
36795,36795,Excellent Price!,4
36796,36796,It's look is good... And Alexa feature is negligible to use in daily life,4
36797,36797,Decent performance watch in this budget.,4
36798,36798,Easy opprating system,4
36799,36799,I buyed it for 3.5k but next day watch became 2999🥲😭😭😭,4
36800,36800,Good at this price,4
36801,36801,Good Overall,4
36802,36802,Little problem with SpO2,4
36803,36803,Many features at affordable price,4
36804,36804,Good watch for the price tag of 3000rs.,4
36807,36807,BOAT EXTEND.,4
36808,36808,Only Alexa name is used.... Not features!!,4
36809,36809,It does not seem to measure BP..,4
36810,36810,Value of money than APPLE 🍎,4
36811,36811,Great battery life. Good design and comfortable,4
36812,36812,amazing,4
36813,36813,Very good product for the price,4
36814,36814,Comfortable smart watch,4
36815,36815,Excellent but less watch faces..,4
36816,36816,Very premium &amp; Value for money product 🥰👌👍🏻,4
36819,36819,Price ek mamle mai aur kya kya kar sakti hai,4
36820,36820,Nice smart watch,4
36821,36821,Good,4
36822,36822,AWESOME!,4
36823,36823,4 star product,4
36824,36824,Value for money product,4
36825,36825,Not expected. but its too good..,4
36826,36826,Great deal at this price..but seems laggy..UI is not smooth..at this price I am satisfied,4
36827,36827,Look Is Awesome.,4
36828,36828,Good product,4
36831,36831,Honest review,4
36832,36832,It will not disappoint you for the money you will pay.,4
36833,36833,Good watch for the price,4
36834,36834,Best money could buy,4
36835,36835,Worth for money.,4
36836,36836,Alexa features,4
36837,36837,"Good product, Alexa  function is useless",4
36838,36838,Great watch. UX have been pretty satisfactory.,4
36839,36839,Watch is good but require some added features as per expectations,4
36840,36840,Ismai Alexa tbhi work krega jb apni email ID ho,4
36843,36843,Battery quality is not up to the mark,4
36844,36844,Amazing,4
36845,36845,Good watch for 3k rs,4
36846,36846,Used watch .......,4
36847,36847,Really!! Worth it,4
36848,36848,Buit quality,4
36849,36849,At this price range is good and enough,4
36850,36850,Good to go..,4
36851,36851,Batter would last 5-6 daya at max,4
36852,36852,Not that much good,4
36854,36854,Bakwaas Watch! Alexa Is Just a marketing strategy. It Does Literally Nothing😂,2
36855,36855,Watchface error - will not work from choosing a pic from album &amp; very very poor customer service,2
36856,36856,not great,2
36857,36857,Too expensive for basic watch,2
36858,36858,Not up to quality by manufacturer got already used one,2
36859,36859,It doesn't worth 4k or 4.5k,2
36860,36860,Defective product.....spo2 not working.....bad customer service response,2
36861,36861,Waste of money and return option not available,2
36862,36862,"Bad battery life, Alexa isn't worth it",2
36863,36863,Not worth,2
36866,36866,Fit for nothing,2
36867,36867,Not up to mark,2
36868,36868,Dissatisfied,2
36869,36869,Not worth the price,2
36870,36870,Sucky app and connection,2
36871,36871,Need better sleep cycle capturing and Alexa setup,2
36872,36872,Accuracy is poor,2
36873,36873,Full charge battery unable to run for even two days. Battery is very weak.,2
36874,36874,Received defective item.,2
36875,36875,Battery life bad..,2
36878,36878,Tracking is not accurate,2
36879,36879,looking very good,2
36880,36880,Watch isn't pairing with my phone or any other phone,2
36881,36881,Nosice colcrfitnov pro 3 assist not conacted phone,2
36882,36882,Connection Issue,2
36883,36883,Blutooth problem,2
36884,36884,Battery backup is not good,2
36885,36885,Product not good,2
36886,36886,Average product,2
36887,36887,Not good,2
36890,36890,Green color is not so good,2
36891,36891,Not comfortable,2
36892,36892,it’s average product,2
36893,36893,Very Bad watch,2
36894,36894,Ok ok quality,2
36895,36895,Alexa is not working,2
36896,36896,worst smart watch for this price,2
36897,36897,It does not have calling facility,2
36898,36898,Good,2
36899,36899,Nice,2
36901,36901,NEW WATCH BUT NOT CHARGING.. HELP,3
36902,36902,PUT RETURN OPTION FOR CUSTOMERS INSTEAD OF ONLY REPLACEMENT,3
36903,36903,"Watch is good, software and app are terrible",3
36904,36904,It's okay,3
36905,36905,The sleep monitoring is inaccurate.,3
36906,36906,everything was working good  then suddenly...,3
36907,36907,Product decent but...,3
36908,36908,Causes skin irritation,3
36909,36909,Hopeless Alexa,3
36910,36910,It's an ok ok watch,3
36913,36913,Connection issue with multiple phone.,3
36914,36914,Batry life ..worst experience,3
36915,36915,good but not meet expectations,3
36916,36916,Customised watch face issue,3
36917,36917,Not upto the expectations,3
36918,36918,Not upto the mark.,3
36919,36919,Good to go,3
36920,36920,Better go with noise with 3000 level watch,3
36921,36921,Not fully supported to IPhone.,3
36922,36922,Measures steps and calories with app oxygen level,3
36925,36925,Not a very good,3
36926,36926,"Alexa is good, side button does not work.",3
36927,36927,Average product,3
36928,36928,Nice bt alexa nd music control is not upto mark can do betr,3
36929,36929,No means of listening,3
36930,36930,Im having connectivity problem n tried to call the customer service but the number not in use,3
